2024-05-30 21:45:22,581.bbq_producer.INFO ==================================================
2024-05-30 21:45:22,581.bbq_producer.INFO Today is 2024-05-30 at 09:45 PM
2024-05-30 21:45:22,581.bbq_producer.INFO Running on: posix Darwin 23.5.0
2024-05-30 21:45:22,581.bbq_producer.INFO Python version:  3.12.3
2024-05-30 21:45:22,581.bbq_producer.INFO Python path: /Library/Frameworks/Python.framework/Versions/3.12
2024-05-30 21:45:22,581.bbq_producer.INFO Working dir: /Users/levilowther/ds-venv/streaming-05-smart-smoker
2024-05-30 21:45:22,581.bbq_producer.INFO ==================================================
2024-05-30 21:45:24,614.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 14:42:45', 81.1)
2024-05-30 21:45:24,614.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 14:43:10', 248.5)
2024-05-30 21:45:24,614.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 14:43:15', 248.5)
2024-05-30 21:45:24,614.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 14:43:35', 92.5)
2024-05-30 21:45:24,614.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 14:43:40', 92.5)
2024-05-30 21:45:24,614.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 14:43:40', 82.2)
2024-05-30 21:45:24,614.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 14:43:45', 82.2)
2024-05-30 21:45:24,614.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 14:44:10', 248.5)
2024-05-30 21:45:24,614.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 14:44:15', 248.5)
2024-05-30 21:45:24,614.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 14:44:35', 93.5)
2024-05-30 21:45:24,614.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 14:44:40', 93.5)
2024-05-30 21:45:24,615.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 14:44:40', 83.3)
2024-05-30 21:45:24,615.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 14:44:45', 83.3)
2024-05-30 21:45:24,615.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 14:45:10', 248.8)
2024-05-30 21:45:24,615.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 14:45:15', 248.8)
2024-05-30 21:45:24,615.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 14:45:35', 94.5)
2024-05-30 21:45:24,615.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 14:45:40', 94.5)
2024-05-30 21:45:24,615.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 14:45:40', 84.4)
2024-05-30 21:45:24,615.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 14:45:45', 84.4)
2024-05-30 21:45:24,615.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 14:46:10', 249.5)
2024-05-30 21:45:24,615.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 14:46:15', 249.5)
2024-05-30 21:45:24,615.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 14:46:35', 95.5)
2024-05-30 21:45:24,615.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 14:46:40', 95.5)
2024-05-30 21:45:24,615.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 14:46:40', 85.5)
2024-05-30 21:45:24,615.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 14:46:45', 85.5)
2024-05-30 21:45:24,615.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 14:47:10', 250.2)
2024-05-30 21:45:24,615.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 14:47:15', 250.2)
2024-05-30 21:45:24,615.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 14:47:35', 96.5)
2024-05-30 21:45:24,615.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 14:47:40', 96.5)
2024-05-30 21:45:24,615.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 14:47:40', 86.5)
2024-05-30 21:45:24,615.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 14:47:45', 86.5)
2024-05-30 21:45:24,616.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 14:48:10', 249.2)
2024-05-30 21:45:24,616.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 14:48:15', 249.2)
2024-05-30 21:45:24,616.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 14:48:35', 97.4)
2024-05-30 21:45:24,616.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 14:48:40', 97.4)
2024-05-30 21:45:24,616.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 14:48:40', 87.6)
2024-05-30 21:45:24,616.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 14:48:45', 87.6)
2024-05-30 21:45:24,616.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 14:49:10', 248.8)
2024-05-30 21:45:24,616.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 14:49:15', 248.8)
2024-05-30 21:45:24,616.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 14:49:35', 98.4)
2024-05-30 21:45:24,616.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 14:49:40', 98.4)
2024-05-30 21:45:24,616.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 14:49:40', 88.6)
2024-05-30 21:45:24,616.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 14:49:45', 88.6)
2024-05-30 21:45:24,616.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 14:50:10', 248.6)
2024-05-30 21:45:24,616.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 14:50:15', 248.6)
2024-05-30 21:45:24,616.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 14:50:35', 99.3)
2024-05-30 21:45:24,617.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 14:50:40', 99.3)
2024-05-30 21:45:24,617.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 14:50:40', 89.8)
2024-05-30 21:45:24,617.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 14:50:45', 89.8)
2024-05-30 21:45:24,617.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 14:51:10', 248.7)
2024-05-30 21:45:24,617.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 14:51:15', 248.7)
2024-05-30 21:45:24,617.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 14:51:35', 100.2)
2024-05-30 21:45:24,617.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 14:51:40', 100.2)
2024-05-30 21:45:24,617.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 14:51:40', 90.8)
2024-05-30 21:45:24,617.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 14:51:45', 90.8)
2024-05-30 21:45:24,617.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 14:52:10', 248.7)
2024-05-30 21:45:24,617.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 14:52:15', 248.7)
2024-05-30 21:45:24,617.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 14:52:35', 101.1)
2024-05-30 21:45:24,617.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 14:52:40', 101.1)
2024-05-30 21:45:24,617.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 14:52:40', 91.8)
2024-05-30 21:45:24,617.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 14:52:45', 91.8)
2024-05-30 21:45:24,617.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 14:53:10', 248.5)
2024-05-30 21:45:24,617.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 14:53:15', 248.5)
2024-05-30 21:45:24,617.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 14:53:35', 102.0)
2024-05-30 21:45:24,618.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 14:53:40', 102.0)
2024-05-30 21:45:24,618.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 14:53:40', 92.8)
2024-05-30 21:45:24,618.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 14:53:45', 92.8)
2024-05-30 21:45:24,618.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 14:54:10', 248.7)
2024-05-30 21:45:24,618.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 14:54:15', 248.7)
2024-05-30 21:45:24,618.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 14:54:35', 102.8)
2024-05-30 21:45:24,618.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 14:54:40', 102.8)
2024-05-30 21:45:24,618.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 14:54:40', 93.8)
2024-05-30 21:45:24,618.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 14:54:45', 93.8)
2024-05-30 21:45:24,618.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 14:55:10', 248.5)
2024-05-30 21:45:24,618.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 14:55:15', 248.5)
2024-05-30 21:45:24,618.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 14:55:35', 103.7)
2024-05-30 21:45:24,618.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 14:55:40', 103.7)
2024-05-30 21:45:24,618.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 14:55:40', 94.8)
2024-05-30 21:45:24,618.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 14:55:45', 94.8)
2024-05-30 21:45:24,618.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 14:56:10', 248.2)
2024-05-30 21:45:24,618.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 14:56:15', 248.2)
2024-05-30 21:45:24,618.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 14:56:35', 104.6)
2024-05-30 21:45:24,619.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 14:56:40', 104.6)
2024-05-30 21:45:24,619.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 14:56:40', 95.8)
2024-05-30 21:45:24,619.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 14:56:45', 95.8)
2024-05-30 21:45:24,619.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 14:57:10', 247.8)
2024-05-30 21:45:24,619.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 14:57:15', 247.8)
2024-05-30 21:45:24,619.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 14:57:35', 105.4)
2024-05-30 21:45:24,619.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 14:57:40', 105.4)
2024-05-30 21:45:24,619.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 14:57:40', 96.8)
2024-05-30 21:45:24,619.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 14:57:45', 96.8)
2024-05-30 21:45:24,619.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 14:58:10', 247.0)
2024-05-30 21:45:24,619.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 14:58:15', 247.0)
2024-05-30 21:45:24,619.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 14:58:35', 106.2)
2024-05-30 21:45:24,619.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 14:58:40', 106.2)
2024-05-30 21:45:24,619.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 14:58:40', 97.7)
2024-05-30 21:45:24,619.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 14:58:45', 97.7)
2024-05-30 21:45:24,619.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 14:59:10', 247.2)
2024-05-30 21:45:24,619.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 14:59:15', 247.2)
2024-05-30 21:45:24,619.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 14:59:35', 107.0)
2024-05-30 21:45:24,619.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 14:59:40', 107.0)
2024-05-30 21:45:24,620.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 14:59:40', 98.7)
2024-05-30 21:45:24,620.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 14:59:45', 98.7)
2024-05-30 21:45:24,620.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:00:10', 247.4)
2024-05-30 21:45:24,620.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:00:15', 247.4)
2024-05-30 21:45:24,620.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:00:35', 107.8)
2024-05-30 21:45:24,620.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:00:40', 107.8)
2024-05-30 21:45:24,620.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:00:40', 99.5)
2024-05-30 21:45:24,620.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:00:45', 99.5)
2024-05-30 21:45:24,620.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:01:10', 248.1)
2024-05-30 21:45:24,620.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:01:15', 248.1)
2024-05-30 21:45:24,620.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:01:35', 108.6)
2024-05-30 21:45:24,620.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:01:40', 108.6)
2024-05-30 21:45:24,620.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:01:40', 100.5)
2024-05-30 21:45:24,620.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:01:45', 100.5)
2024-05-30 21:45:24,620.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:02:10', 248.5)
2024-05-30 21:45:24,620.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:02:15', 248.5)
2024-05-30 21:45:24,620.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:02:35', 109.3)
2024-05-30 21:45:24,620.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:02:40', 109.3)
2024-05-30 21:45:24,620.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:02:40', 101.4)
2024-05-30 21:45:24,620.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:02:45', 101.4)
2024-05-30 21:45:24,621.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:03:10', 248.2)
2024-05-30 21:45:24,621.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:03:15', 248.2)
2024-05-30 21:45:24,621.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:03:35', 110.1)
2024-05-30 21:45:24,621.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:03:40', 110.1)
2024-05-30 21:45:24,621.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:03:40', 102.2)
2024-05-30 21:45:24,621.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:03:45', 102.2)
2024-05-30 21:45:24,621.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:04:10', 248.0)
2024-05-30 21:45:24,621.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:04:15', 248.0)
2024-05-30 21:45:24,621.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:04:35', 110.9)
2024-05-30 21:45:24,621.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:04:40', 110.9)
2024-05-30 21:45:24,621.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:04:40', 103.1)
2024-05-30 21:45:24,621.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:04:45', 103.1)
2024-05-30 21:45:24,621.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:05:10', 247.8)
2024-05-30 21:45:24,621.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:05:15', 247.8)
2024-05-30 21:45:24,621.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:05:35', 111.6)
2024-05-30 21:45:24,621.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:05:40', 111.6)
2024-05-30 21:45:24,622.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:05:40', 104.0)
2024-05-30 21:45:24,622.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:05:45', 104.0)
2024-05-30 21:45:24,622.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:06:10', 247.7)
2024-05-30 21:45:24,622.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:06:15', 247.7)
2024-05-30 21:45:24,622.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:06:35', 112.4)
2024-05-30 21:45:24,622.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:06:40', 112.4)
2024-05-30 21:45:24,622.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:06:40', 104.8)
2024-05-30 21:45:24,622.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:06:45', 104.8)
2024-05-30 21:45:24,622.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:07:10', 247.5)
2024-05-30 21:45:24,622.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:07:15', 247.5)
2024-05-30 21:45:24,622.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:07:35', 113.1)
2024-05-30 21:45:24,622.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:07:40', 113.1)
2024-05-30 21:45:24,622.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:07:40', 105.6)
2024-05-30 21:45:24,622.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:07:45', 105.6)
2024-05-30 21:45:24,623.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:08:10', 247.5)
2024-05-30 21:45:24,623.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:08:15', 247.5)
2024-05-30 21:45:24,623.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:08:35', 113.8)
2024-05-30 21:45:24,623.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:08:40', 113.8)
2024-05-30 21:45:24,623.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:08:40', 106.4)
2024-05-30 21:45:24,623.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:08:45', 106.4)
2024-05-30 21:45:24,623.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:09:10', 248.3)
2024-05-30 21:45:24,623.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:09:15', 248.3)
2024-05-30 21:45:24,623.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:09:35', 114.5)
2024-05-30 21:45:24,623.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:09:40', 114.5)
2024-05-30 21:45:24,623.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:09:40', 107.2)
2024-05-30 21:45:24,623.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:09:45', 107.2)
2024-05-30 21:45:24,623.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:10:10', 249.7)
2024-05-30 21:45:24,623.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:10:15', 249.7)
2024-05-30 21:45:24,623.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:10:35', 115.2)
2024-05-30 21:45:24,623.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:10:40', 115.2)
2024-05-30 21:45:24,623.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:10:40', 108.0)
2024-05-30 21:45:24,623.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:10:45', 108.0)
2024-05-30 21:45:24,623.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:11:10', 251.7)
2024-05-30 21:45:24,623.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:11:15', 251.7)
2024-05-30 21:45:24,624.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:11:35', 115.9)
2024-05-30 21:45:24,624.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:11:40', 115.9)
2024-05-30 21:45:24,624.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:11:40', 108.8)
2024-05-30 21:45:24,624.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:11:45', 108.8)
2024-05-30 21:45:24,624.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:12:10', 252.4)
2024-05-30 21:45:24,624.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:12:15', 252.4)
2024-05-30 21:45:24,624.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:12:35', 116.5)
2024-05-30 21:45:24,624.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:12:40', 116.5)
2024-05-30 21:45:24,624.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:12:40', 109.5)
2024-05-30 21:45:24,624.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:12:45', 109.5)
2024-05-30 21:45:24,624.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:13:10', 252.3)
2024-05-30 21:45:24,624.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:13:15', 252.3)
2024-05-30 21:45:24,624.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:13:35', 117.2)
2024-05-30 21:45:24,624.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:13:40', 117.2)
2024-05-30 21:45:24,624.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:13:40', 110.2)
2024-05-30 21:45:24,624.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:13:45', 110.2)
2024-05-30 21:45:24,624.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:14:10', 252.5)
2024-05-30 21:45:24,624.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:14:15', 252.5)
2024-05-30 21:45:24,624.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:14:35', 117.9)
2024-05-30 21:45:24,624.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:14:40', 117.9)
2024-05-30 21:45:24,624.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:14:40', 111.0)
2024-05-30 21:45:24,625.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:14:45', 111.0)
2024-05-30 21:45:24,625.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:15:10', 252.5)
2024-05-30 21:45:24,625.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:15:15', 252.5)
2024-05-30 21:45:24,625.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:15:35', 118.6)
2024-05-30 21:45:24,625.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:15:40', 118.6)
2024-05-30 21:45:24,625.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:15:40', 111.7)
2024-05-30 21:45:24,625.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:15:45', 111.7)
2024-05-30 21:45:24,625.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:16:10', 253.2)
2024-05-30 21:45:24,625.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:16:15', 253.2)
2024-05-30 21:45:24,625.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:16:35', 119.3)
2024-05-30 21:45:24,625.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:16:40', 119.3)
2024-05-30 21:45:24,625.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:16:40', 112.4)
2024-05-30 21:45:24,625.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:16:45', 112.4)
2024-05-30 21:45:24,625.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:17:10', 254.3)
2024-05-30 21:45:24,625.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:17:15', 254.3)
2024-05-30 21:45:24,625.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:17:35', 120.0)
2024-05-30 21:45:24,626.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:17:40', 120.0)
2024-05-30 21:45:24,626.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:17:40', 113.1)
2024-05-30 21:45:24,626.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:17:45', 113.1)
2024-05-30 21:45:24,626.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:18:10', 254.3)
2024-05-30 21:45:24,626.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:18:15', 254.3)
2024-05-30 21:45:24,626.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:18:35', 120.6)
2024-05-30 21:45:24,626.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:18:40', 120.6)
2024-05-30 21:45:24,626.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:18:40', 113.8)
2024-05-30 21:45:24,626.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:18:45', 113.8)
2024-05-30 21:45:24,626.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:19:10', 253.6)
2024-05-30 21:45:24,626.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:19:15', 253.6)
2024-05-30 21:45:24,626.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:19:35', 121.3)
2024-05-30 21:45:24,626.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:19:40', 121.3)
2024-05-30 21:45:24,626.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:19:40', 114.5)
2024-05-30 21:45:24,626.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:19:45', 114.5)
2024-05-30 21:45:24,626.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:20:10', 253.6)
2024-05-30 21:45:24,626.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:20:15', 253.6)
2024-05-30 21:45:24,626.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:20:35', 121.9)
2024-05-30 21:45:24,626.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:20:40', 121.9)
2024-05-30 21:45:24,626.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:20:40', 115.1)
2024-05-30 21:45:24,626.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:20:45', 115.1)
2024-05-30 21:45:24,626.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:21:10', 255.0)
2024-05-30 21:45:24,626.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:21:15', 255.0)
2024-05-30 21:45:24,627.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:21:35', 122.5)
2024-05-30 21:45:24,627.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:21:40', 122.5)
2024-05-30 21:45:24,627.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:21:40', 115.8)
2024-05-30 21:45:24,627.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:21:45', 115.8)
2024-05-30 21:45:24,627.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:22:10', 256.4)
2024-05-30 21:45:24,627.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:22:15', 256.4)
2024-05-30 21:45:24,627.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:22:35', 123.1)
2024-05-30 21:45:24,627.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:22:40', 123.1)
2024-05-30 21:45:24,627.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:22:40', 116.4)
